Name,Cost_for_2,Address,About,Type,Facilities,Contact,Cuisine,Latitude,Longitude,Stars,Vote_Count,Review_Count
Kill The Bill,1300,"F-14/15, 1st Floor, Middle Circle Connaught Place Rajiv Chowk Metro Station Central Delhi 110001","Kill The Bill is a casual dining restaurant serving North Indian, Chinese and Oriental cuisines. It has a simple and elegant ambiance. The menu is affordable and offers a wide variety of options ranging from international main course to oriental dishes. Kill The Bill is the perfect place to enjoy with friends and family. It is located in Connaught Place, Central Delhi and the nearest landmark is Rajiv Chowk Metro Station. Read less","Pub, Bar, LGBTQIA, Curfew",['Chicken Mushroom Lasagne'],011-65630999,"['North', 'Indian,', 'Fast', 'Food,', 'European,', 'Seafood,', 'Oriental']",28.631029,77.220795,4.3,312,42
The Immigrant Cafe,1900,"45, 1st Floor, Block B, Inner Circle Connaught Place Near Levi's Showroom Central Delhi 110001",Cafe Immigrant is a casual dining cafe and lounge located in the heart of Delhi - Connaught Place. ...  Read more,"Dineout Pay, Casual Dining, Delhi Operational","['Smoking Area', 'Air Conditioned', 'Wifi', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Take Away', 'Cards Accepted', 'Amex Accepted', 'Full Bar Available', 'Screening']",09911612317,"['North', 'Indian,', 'Italian,', 'Continental']",28.634191,77.218860,4,69,13
The Host,2500,"F-Block, 8, Inner Circle Connaught Place Near Louis Philippe Showroom Central Delhi 110001","Located in the heart of CP, The Host serves North Indian, Mughlai and Chinese cuisines that very much taste like Old Delhi. This place, as the name suggests becomes a perfect host to people of all age-groups with its courteous staff, who makes you feel at home. The pocket-friendly menu has got so much to offer you in each of the cuisine sections. The Host is a must visit place for all foodies. The nearest landmark is Louis Philippe Showroom. Read less","Dineout Pay, Casual Dining, Safe To Eat Out, Delhi Operational, Hottest in Town","['Paneer Tikka Masala, Chicken Tikka Masala, Jumbo Samosa, Malai Kofta, Dal Makhani']",09891663474,"['North', 'Indian,', 'Chinese,', 'Seafood,', 'Mughlai,', 'Oriental']",28.631672,77.220931,4.2,78,10
Gola Sizzlers,1500,"K-24, Ground Floor, Outer Circle Connaught Place Opposite PVR Plaza Central Delhi 110001","Gola Sizzlers is an ideal place for people who want to give their palates a flavorful twist and that too at affordable prices. This restaurant serves North Indian, Chinese, and Continental cuisine along with lip-smacking Sizzlers that has an innovative twist. The vibrant and fun ambiance paired up with an Alcohol section in the menu instantly lighten up your mood. Gola Sizzlers is located in Connaught Place and stands opposite to PVR Plaza. Read less","Dineout Pay, Casual Dining, Restobar, Curfew","['Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Take Away', 'Cards Accepted', 'Amex Accepted', 'Full Bar Available', 'Screening', 'Wallet Accepted']",08800253749,"['Sizzlers,', 'North', 'Indian,', 'Chinese']",28.635294,77.219851,4.2,901,86
Kinbuck 2,1800,"Block P, P- 10/90, 1st Floor, Connaught Circle Connaught Place Near HDFC Bank Central Delhi 110001",No_About,"Lounge, Casual Dining, Future Vouchers, Safe To Eat Out, Delhi Operational, Hottest in Town","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Outdoor Seating', 'Screening', 'Wallet Accepted']",08317390938,"['North', 'Indian,', 'Italian,', 'Continental,', 'Asian,', 'Chinese,', 'South', 'Indian,', 'Fast', 'Food']",28.632140,77.216199,3.8,263,57
Oddly Pub,1500,"B 41, First Floor, Colonade, Inner Circle Connaught Place Near Bank of Baroda Central Delhi 110001",No_About,"Pub, Curfew","['Cards Accepted', 'Wallet Accepted']",09811815452,"['North', 'Indian,', 'Chinese,', 'Continental,', 'Italian']",28.632855,77.219000,5,1,0
Chaayos,500,"F-14/15, Mezzanine, 1st Floor, Inner Circle Connaught Place Near Woodland Showroom Central Delhi 110001","The concept of chai adda or ""Tea Room"" took centre stage in our country for many years, with discussions on life, society and politics happening over chai. It was a place that brought together the young and old, rich and not-so-well to do. A kadak chai and samosa shared after work, an irani chai with bun maska over meeting a prospective life partner, or a hot adrak chai in the morning to wake you up - chai was a part of every social setting for us. Yet somewhere along the line, this rich heritage of chai addas was lost and ""Chaa"" took a backseat - taken over by the multinational coffee chains, suddenly chai was no longer the beverage that we bonded over. Chaayos was born in November 2012 out of this premise - a contemporary interpretation of the chai adda, serving freshly made chai. Our focus is on serving your ""Meri Wali Chai"", a chai made exactly to our customers' liking the minute they place their order - be it an adrak tulsi kadak chai or a paani kam elaichi cinnamon chai. Our option of 12 add-ons gives our customers a total of over 12,000 ways to make their chai at Chaayos. Read less","Breakfast, Cafe, Dineout Pay, Delhi Operational","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",No_Contact,"['Street', 'Food,', 'Tea,', 'Fast', 'Food']",28.631543,77.220358,4.2,68,8
World Of My Bar,2000,"Block N-49, 1st Floor Connaught Place Opposite Palika Bazar Central Delhi 110001",No_About,"Lounge, Dineout Pay, Safe To Eat Out, Delhi Operational","['Air Conditioned', 'DJ', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Serves Wine', 'Full Bar Available']",09999938571,"['North', 'Indian,', 'Italian,', 'Fast', 'Food']",28.630501,77.219708,4.1,43,6
Nando's,2000,"Malhotra Building, F-29/30 A, Inner Circle Connaught Place Opposite Rajiv Chowk Metro Station Gate 6 Central Delhi 110001","Nando's is a famous chain of specialty restaurant. Nando's serves those diners with its well-prepared and sumptuous African and Portuguese cuisine. The dedicated staff here makes sure that the diners feel at home. The place holds a unique ambiance and takes you one step closer to the culture. The restaurant makes sure you land up in the same place when it comes to having your favorite cuisine at decent prices. It is undoubtedly a must-visit place to spend time with your loved ones. This outlet is located in Connaught Place, Central Delhi. Read less","Casual Dining, Curfew","['Air Conditioned', 'Wifi', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Take Away', 'Cards Accepted', 'Serves Wine', 'Screening']",07042666029,"['African,', 'Portuguese']",28.630914,77.219797,4.4,591,88
Subway,500,"P 3/90, Baba Kharak Singh Marg Connaught Place Opposite Rivoli Cinema Central Delhi 110001",No_About,"Dineout Pay, QSR, Contactless Dining, Curfew","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-41534101,"['Health', 'Food']",28.631568,77.216166,5,2,1
Social,2000,"Odeon Building, 23, 1st Floor, Radial 5, D Block Connaught Place Next To Odeon Cinema Central Delhi 110001","Social blends the best of both worlds, you can enjoy good music and food at the same place. This is the perfect place for people to have fun and unwind after a hectic day at work. Social is an all-day café and bar where you can work and play with fun drinks and comfort food. It's an urban hangout place that's designed to take you offline while still keeping you connected. The extensive menu of Social offers a range of American, Continental, North Indian, and Asian dishes along with an array of drinks and exotic cocktails. Odeon Social is located on the first floor of The Odeon Building in Connaught Place, Delhi. Read less","Lounge, Nightlife, Bar","['Smoking Area', 'Air Conditioned', 'Serves Alcohol', 'Parking', 'Live Performance', 'Cards Accepted', 'Serves Wine', 'Full Bar Available', 'Outdoor Seating', 'Screening']",011-45652737,"['North', 'Indian,', 'Continental,', 'American,', 'Italian,', 'Chinese']",28.634218,77.221031,4.3,1251,95
The Chai Story,400,"H-35/9, Middle Circle Connaught Place Opposite Bank Of Baroda Central Delhi 110001","The Chai Story is a chain of fast food cafes serving some of the best teas, shakes, and an array of fast food. The cafe provides a simple, cozy, and refreshing ambiance and different varieties of teas and lite bites. It is a superb place to hangout and is for people who are big time tea-lovers. The cozy corners and mouth-watering fast food items make it a perfect place for meetings, conversation, or just spending some time with friends. The outlet is located on Middle Circle, Connaught Place and is just opposite Bank Of Baroda. Read less","Breakfast, Cafe, Dineout Pay, QSR, Future Vouchers, Delhi Operational","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-49097683,"['Fast', 'Food,', 'Tea']",28.634162,77.217776,4.1,170,23
Fuji Japanese Restaurant,2000,"M-41/2, Speedbird House, Middle Circle Connaught Place Behind Gopal Das Bhawan Central Delhi 110001","Fuji is a Japanese Restaurant located in Connaught Place, Delhi. The restaurant is renowned for its authentic Japanese cuisine. The menu showcases dishes from every single part of Japan, from Hokkaido to Okinawa. The ambiance of the place is simple yet elegant and provides an amazing experience to all the diners. For people who are in love with the Japanese cuisine, Fuji is the place to feel the complete Japanese culture. Read less","Dineout Pay, Casual Dining, Curfew","['Air Conditioned', 'Wifi', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted']",011-47472395,['Japanese'],28.631866,77.221973,4.5,151,27
Creme Borne,1500,,"With an amazing mouth-watering variety of waffles, churros and other delightful desserts, Creme Borne is the place anyone can fall in love with. This quick bite dessert parlour serves amazing delicacies that stand out with taste and aromas. One can devour on the heavenly taste of desserts at a minimal and pocket-friendly price. Creme Borne is located in Connaught Place, Central Delhi and stands near Shankar Market. Read less","Pure Veg, Dineout Pay, QSR, Delhi Operational","['Black Swirls, Black Forest Chocolate Churros']",08447096729,"['Desserts,', 'Ice', 'Cream,', 'Fast', 'Food']",28.635208,77.22185,4.8,9,2
Veda,2700,"H-27, Outer Circle Connaught Place Near Yes Bank Central Delhi 110001","Veda is an ideal place for people who want to give their palates a flavorful twist and that too at affordable prices. This restaurant serves North Indian, Seafood, and Mughlai dishes with an innovative twist that take you to a flavorful ride. The vibrant and fun ambiance paired up with an Alcohol section in the menu instantly lighten up your mood. Veda is located in Connaught Place and it stands nearby Marina Hotel. Read less","Happy Hours, Dineout Pay, Casual Dining, Safe To Eat Out, Delhi Operational","['Dal Veda, Chicken Makhani, Rogan Josh, Nihari, Krispy Okara, Dahi Kebab']",011-41513535,"['North', 'Indian,', 'Seafood,', 'Mughlai']",28.634994,77.218137,4.1,319,66
Pind Balluchi,1800,"Regal Cinema Complex, 13, Outer Circle Connaught Place Near Regal Cinema Central Delhi 110001","Pind Balluchi is a popular chain of restaurants that serve Indian cuisine from the province of Punjab, which is known for its spicy indulgence and the rich aroma. The various ingredients and rich gravy preparation provide a soul-satisfying taste to the diners. The outlet is located in Connaught Place, Delhi and is near Regal Cinema. Pind Balluchi has a spacious and elegant ambiance and is ideal for Indian food eaters who like spending quality time with families who are equally in love with authentic Indian curry dishes. The beverages are made to quench the thirst. The restaurant is fashioned in the style of a grand village courtyard, complete with a banyan tree and overhead lighting giving it an alfresco feel. Pind Balluchi provides a one of a kind experience for all food lovers. Read less","Casual Dining, GIRF Awards 2020","['Air Conditioned', 'Valet Available', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Wallet Accepted']",011-43720507,"['North', 'Indian,', 'Mughlai']",28.629718,77.217473,4.1,531,90
United Coffee House Rewind,3000,"E-15, Inner Circle Connaught Place Next to Adidas Showroom Central Delhi 110001","The beautiful combination of colours and a romantic ambience make United Coffee House a must-visit. The not so commonly served cuisines make it a must-visit. The lip-smacking dishes from the Continental, Mediterranean, European, and Asian cuisines instantly raise the bars of the place and take one on a delicious ride. United Coffee House has a wonderful team of dedicated staff that goes that extra mile to provide you with the desired services. It is located in Connaught Place, Central Delhi and the nearest landmark is Adidas Showroom. Read less","Romantic, Fine Dining","['Air Conditioned', 'Wifi', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Amex Accepted', 'Full Bar Available', 'Candle Light Dinner']",011-23411697,"['Multi-Cuisine,', 'North', 'Indian,', 'Asian']",28.632481,77.221421,4.5,454,53
Excuse Me Boss,2000,"F Block, 14-15, Middle Circle Connaught Place Near Hotel Centre Point Central Delhi 110001","Excuse Me Boss is a bar and lounge located in the heart of Delhi - Connaught Place and is a place where you will get a variety of drinks and a lively and awesome ambience. This place is an instant hit amongst youngsters and amongst people who wants to experience the nightlife. Excuse Me Boss has a budget-friendly menu and serves mostly North Indian, Oriental, Italian and Continental food from their eclectic multi-cuisine menu. The added feature is the Live performances held there. For all music lovers and for people who like to groove and move, there is no better place than Excuse Me Boss. Read less","Lounge, Bar, Curfew","['Air Conditioned', 'DJ', 'Wifi', 'Home Delivery', 'Serves Alcohol', 'Parking', 'Cards Accepted', 'Serves Wine', 'Full Bar Available', 'Screening', 'Wallet Accepted']",011-40046231,"['Multi-Cuisine,', 'North', 'Indian,', 'Italian,', 'Continental,', 'Oriental']",28.631035,77.220665,3.9,158,36
